text,category
I know there's an auto-top option but I can not locate it when I look?,automatic_top_up
What do I need to do to change my PIN?,change_pin
I was charged more when I transferred!,transfer_fee_charged
I feel as though I have been over charged for the exchange rate on my payment on last Saturday.,card_payment_wrong_exchange_rate
Can I have money of different country of origin.,fiat_currency_support
How do I link one your card if I have one already?,card_linking
I don't think my top up is working correctly,top_up_failed
I'm still waiting for my card that was issued a week ago. What should I do?,card_arrival
Can I set my own top-up limit?,top_up_limits
My last ATM request did not go through due to a declined card. Please cancel the request on my account.,pending_cash_withdrawal
How do I create a disposable virtual card?,get_disposable_virtual_card
I refuse to verify my identity.,why_verify_identity
"One of my card payments, I don't recognise the name of the merchant.",card_payment_not_recognised
"I bought something and received it, but the payment went back to my account. Is the seller okay?",reverted_card_payment?
How do I add my new card to the app?,card_linking
I was charged a fee for a card payment. Why?,card_payment_fee_charged
What would I be charged in receiving a SEPA transfer?,top_up_by_bank_transfer_charge
My card payment is showing pending however this transaction was a couple of days ago. Is there a reason why it it still pending?,pending_card_payment
Why am I unable to withdrawal cash?,declined_cash_withdrawal
What is the source of the money in my account?,verify_source_of_funds
"How much time do transfers take? I sent money to a friend who needs it fast. It's been hours, and the money has not gone through.",transfer_not_received_by_recipient
My salary is in GBP; how can I note this in the app?,receiving_money
How much do I have to pay to accept an international transfer?,exchange_charge
Do I really need to verify my identity?,why_verify_identity
Can you explain why I am now getting charged a fee for using my card?,card_payment_fee_charged
Is there any way to verify who I am?,verify_my_identity
Problems with my top up,top_up_failed
I tried my PIN too many times,pin_blocked
Why isn't my deposit in my account?,balance_not_updated_after_cheque_or_cash_deposit
The card has suffered a security breach.,compromised_card
Is the bank the only place I can change my PIN>,change_pin
I was wondering why my card was declined,declined_card_payment
I'm not certain my top-up went through yet.,pending_top_up
I have never been charged a card payment fee before. Why did this change?,card_payment_fee_charged
I can't find my card!  What should I do?,lost_or_stolen_card
Can you tell me what the cash withdrawal is in my statement?,cash_withdrawal_not_recognised
Can I schedule future top ups?,automatic_top_up
I was wondering whether exchanging currencies can be done on this app.,exchange_via_app
"lost phone, dont want others to access account",lost_or_stolen_phone
"Is there something wrong with your website? I tried topping up my account and it's been close to two hours now and it's still at ""pending"" for some reason. I just joined with you guys and this is the first attempt at this, so maybe I'm wrong, but shouldn't this be instant?",pending_top_up
I don't recognise a Direct Debit payment,direct_debit_payment_not_recognised
I only own one other credit card from the USA. Will it be accepted?,supported_cards_and_currencies
I entered the pin incorrectly too many times and now it is blocked. Can you help?,pin_blocked
I tried to used my card in a shop and the transaction was declined.,declined_card_payment
Mastercard is my preferred company.,visa_or_mastercard
Help me.  The passcode doesn't work.,passcode_forgotten
I have noticed that my account was double charged for a couple of items this week. Please review and refund the double charged items back.,transaction_charged_twice
Where is the nearest bank machine?,atm_support
Do you offer services that hold money in different types of currency?,fiat_currency_support
my cash withdrawal has not come out of my account yet.,pending_cash_withdrawal
Do you need to know my first and last name?,why_verify_identity
Why can I not do a  transfer,beneficiary_not_allowed
Do you know if there is a tracking number for the new card you sent me?,card_arrival
Please close my account. I am unsatisfied with your service.,terminate_account
Are there any extra hidden fees for exchanging currencies?,exchange_charge
Can I get an item refunded?,request_refund
Can friends I have top-up my account?,topping_up_by_card
"I deposited some money, but the balance has not changed.",balance_not_updated_after_cheque_or_cash_deposit
Can I get an auto Top-up?,automatic_top_up
Is there a reason my top-up has not gone through?,pending_top_up
"my card payment has been declined, do you know why?",declined_card_payment
why didnt my account allow a transfer,beneficiary_not_allowed
"I'm having issues with my card. You guys keep declining it for some reason. I haven't had any issues up until this point. What is going on? I've tried a handful of times with the same, unfortunate, result!",declined_transfer
Where should my card work?,card_acceptance
I payed my rent to my landlord a few days ago and he is saying the it never went though. Everything looks good to me and I even double checked the account number. I don't know what could be causing the confusion. Can you help me please?,transfer_not_received_by_recipient
I would like to exchange currency  What types are there?,exchange_via_app
How much is the fee for a SEPA transfer?,top_up_by_bank_transfer_charge
Can I make online purchases with my card?,card_acceptance
I transferred money and it didn't get there.,transfer_not_received_by_recipient
"I'm not happy, I want to close my account.",terminate_account
My card has been lost / stolen,lost_or_stolen_card
I inadvertently completed a transaction on a wrong account.,cancel_transfer
"I purchased something while traveling, and the exchange rate applied was wrong.",card_payment_wrong_exchange_rate
